iter	Passed	Remaining
401	25233	288616
402	25292	288508
403	25347	288361
404	25405	288243
405	25463	288127
406	25517	287963
407	25576	287858
408	25635	287762
409	25699	287705
410	25760	287629
411	25818	287516
412	25879	287435
413	25938	287324
414	25987	287117
415	26037	286908
416	26095	286795
417	26145	286603
418	26201	286467
419	26261	286379
420	26315	286219
421	26370	286079
422	26426	285940
423	26485	285841
424	26546	285760
425	26606	285671
426	26664	285567
427	26726	285500
428	26778	285325
429	26840	285257
430	26898	285151
431	26974	285234
432	27028	285082
433	27082	284926
434	27145	284866
435	27194	284673
436	27253	284568
437	27320	284555
438	27374	284406
439	27431	284287
440	27496	284255
441	27569	284300
442	27635	284280
443	27697	284213
444	27762	284174
445	27837	284239
446	27901	284199
447	27963	284130
448	28023	284044
449	28086	283982
450	28148	283922
451	28212	283867
452	28267	283732
453	28322	283598
454	28373	283423
455	28436	283366
456	28490	283220
457	28542	283059
458	28594	282890
459	28645	282714
460	28716	282738
461	28783	282721
462	28848	282688
463	28904	282566
464	28972	282557
465	29029	282444
466	29094	282405
467	29153	282311
468	29221	282304
469	29277	282187
470	29327	282001
471	29381	281860
472	29436	281732
473	29492	281606
474	29548	281486
475	29602	281352
476	29655	281199
477	29718	281143
478	29767	280959
479	29847	281067
480	29912	281027
481	29976	280987
482	30038	280920
483	30102	280871
484	30155	280725
485	30208	280580
486	30274	280549
487	30330	280434
488	30399	280438
489	30450	280273
490	30512	280206
491	30574	280140
492	30629	280013
493	30686	279904
494	30742	279789
495	30806	279739
496	30873	279729
497	30943	279738
498	30999	279614
499	31051	279461
500	31104	279323
501	31165	279252
502	31218	279104
503	31283	279066
504	31340	278960
505	31396	278845
506	31458	278782
507	31515	278679
508	31570	278555
509	31638	278545
510	31702	278497
511	31768	278470
512	31837	278466
513	31906	278469
514	31965	278383
515	32033	278365
516	32093	278290
517	32146	278147
518	32211	278107
519	32273	278047
520	32330	277947
521	32382	277794
522	32434	277643
523	32487	277505
524	32543	277395
525	32599	277284
526	32655	277168
527	32710	277050
528	32772	276983
529	32837	276951
530	32900	276899
531	32945	276692
532	33003	276600
533	33061	276499
534	33118	276397
535	33173	276281
536	33239	276251
537	33292	276115
538	33351	276029
539	33402	275879
540	33459	275776
541	33517	275682
542	33583	275653
543	33638	275541
544	33717	275619
545	33771	275492
546	33839	275476
547	33895	275373
548	33956	275302
549	34012	275192
550	34070	275095
551	34134	275051
552	34196	274992
553	34267	275002
554	34331	274964
555	34392	274893
556	34455	274837
557	34514	274758
558	34587	274784
559	34637	274626
560	34689	274489
561	34764	274532
562	34838	274561
563	34911	274586
564	34966	274469
565	35032	274443
566	35098	274411
567	35152	274292
568	35225	274317
569	35313	274456
570	35373	274379
571	35433	274298
572	35494	274233
573	35545	274086
574	35606	274014
575	35661	273900
576	35721	273826
577	35778	273726
578	35845	273701
579	35902	273600
580	35951	273445
581	36079	273878
582	36129	273726
583	36188	273645
584	36245	273544
585	36298	273419
586	36382	273518
587	36434	273379
588	36484	273227
589	36539	273120
590	36597	273029
591	36653	272919
592	36707	272797
593	36773	272765
594	36837	272724
595	36903	272688
596	36961	272595
597	37019	272510
598	37073	272387
599	37131	272297
600	37188	272197
601	37244	272096
602	37306	272037
603	37356	271886
604	37416	271809
605	37470	271692
606	37532	271629
607	37589	271537
608	37648	271455
609	37707	271373
610	37772	271332
611	37843	271332
612	37898	271227
613	37954	271122
614	38008	271000
615	38090	271085
616	38157	271057
617	38214	270963
618	38278	270917
619	38342	270869
620	38396	270750
621	38453	270658
622	38511	270567
623	38571	270495
624	38630	270415
625	38688	270321
626	38751	270270
627	38814	270221
628	38881	270191
629	38932	270055
630	38989	269961
631	39049	269883
632	39105	269781
633	39159	269668
634	39220	269601
635	39271	269467
636	39331	269392
637	39385	269277
638	39443	269189
639	39499	269087
640	39561	269031
641	39629	269014
642	39691	268950
643	39742	268815
644	39818	268851
645	39880	268793
646	39937	268695
647	39991	268582
648	40045	268474
649	40107	268410
650	40163	268312
651	40211	268161
652	40263	268031
653	40334	268033
654	40391	267943
655	40442	267808
656	40499	267713
657	40547	267566
658	40607	267489
659	40664	267400
660	40720	267304
661	40787	267274
662	40846	267196
663	40895	267053
664	40945	266915
665	40997	266792
666	41060	266742
667	41117	266647
668	41174	266557
669	41230	266460
670	41285	266356
671	41347	266295
672	41407	266226
673	41457	266092
674	41517	266020
675	41578	265957
676	41638	265882
677	41696	265800
678	41754	265714
679	41828	265734
680	41889	265666
681	41944	265568
682	41993	265426
683	42046	265311
684	42106	265238
685	42163	265149
686	42226	265097
687	42275	264961
688	42330	264856
689	42381	264733
690	42437	264637
691	42495	264552
692	42562	264523
693	42620	264442
694	42680	264376
695	42745	264331
696	42805	264261
697	42876	264263
698	42929	264150
699	42993	264102
700	43051	264020
701	43114	263969
702	43172	263884
703	43227	263785
704	43280	263672
705	43340	263604
706	43398	263519
707	43453	263421
708	43506	263307
709	43565	263234
710	43624	263158
711	43687	263104
712	43746	263031
713	43815	263018
714	43869	262908
715	43931	262850
716	43990	262775
717	44043	262667
718	44099	262573
719	44148	262438
720	44208	262369
721	44263	262272
722	44324	262209
723	44381	262119
724	44438	262035
725	44502	261991
726	44563	261923
727	44623	261857
728	44689	261823
729	44758	261808
730	44822	261758
731	44881	261686
732	44941	261618
733	45005	261571
734	45064	261494
735	45117	261389
736	45176	261313
737	45232	261218
738	45287	261125
739	45345	261040
740	45405	260972
741	45462	260888
742	45519	260803
743	45578	260729
744	45631	260620
745	45698	260591
746	45775	260619
747	45848	260627
748	45929	260678
749	45993	260629
750	46057	260585
751	46122	260542
752	46190	260518
753	46251	260453
754	46308	260369
755	46371	260318
756	46441	260306
757	46514	260312
758	46578	260263
759	46642	260215
760	46702	260148
761	46792	260242
762	46874	260298
763	46936	260238
764	46992	260147
765	47051	260075
766	47107	259979
767	47164	259894
768	47221	259812
769	47283	259751
770	47341	259670
771	47398	259585
772	47453	259487
773	47512	259413
774	47566	259311
775	47618	259203
776	47677	259128
777	47748	259115
778	47816	259090
779	47869	258983
780	47923	258886
781	47995	258881
782	48061	258842
783	48115	258744
784	48169	258640
785	48221	258533
786	48275	258431
787	48331	258339
788	48394	258285
789	48454	258220
790	48511	258134
791	48567	258044
792	48627	257979
793	48696	257957
794	48786	258047
795	48849	257994
796	48902	257890
797	48960	257811
798	49019	257735
799	49092	257737
800	49166	257737
801	49228	257680
802	49282	257583
803	49332	257459
804	49382	257342
805	49438	257252
806	49497	257180
807	49554	257093
808	49613	257022
809	49678	256980
810	49746	256953
811	49813	256918
812	49874	256858
813	49942	256829
814	49998	256743
815	50055	256655
816	50116	256595
817	50164	256465
818	50223	256389
819	50285	256333
820	50345	256265
821	50406	256201
822	50466	256134
823	50522	256046
824	50580	255967
825	50641	255905
826	50701	255837
827	50766	255794
828	50828	255735
829	50889	255675
830	50949	255608
831	51008	255531
832	51059	255420
833	51111	255312
834	51174	255261
835	51225	255146
836	51280	255056
837	51335	254962
838	51393	254882
839	51440	254754
840	51499	254681
841	51555	254593
842	51606	254482
843	51658	254375
844	51725	254340
845	51786	254279
846	51837	254167
847	51899	254111
848	51980	254144
849	52049	254124
850	52116	254091
851	52171	254000
852	52229	253922
853	52281	253814
854	52334	253714
855	52394	253649
856	52453	253576
857	52517	253529
858	52587	253511
859	52639	253404
860	52703	253356
861	52763	253290
862	52821	253210
863	52869	253086
864	52929	253021
865	52986	252938
866	53047	252878
867	53111	252831
868	53161	252714
869	53218	252636
870	53278	252565
871	53333	252475
872	53391	252403
873	53441	252286
874	53496	252198
875	53553	252116
876	53617	252067
877	53668	251961
878	53744	251971
879	53800	251885
880	53861	251822
881	53918	251743
882	53975	251660
883	54035	251593
884	54092	251515
885	54148	251430
886	54200	251324
887	54260	251258
888	54316	251177
889	54372	251092
890	54430	251013
891	54482	250911
892	54542	250846
893	54596	250752
894	54659	250701
895	54715	250615
896	54772	250536
897	54836	250487
898	54889	250392
899	54953	250343
900	55006	250248
901	55070	250199
902	55124	250104
903	55181	250025
904	55234	249928
905	55293	249860
906	55346	249762
907	55401	249674
908	55462	249610
909	55518	249529
910	55572	249437
911	55632	249369
912	55685	249271
913	55752	249240
914	55820	249209
915	55879	249138
916	55941	249081
917	55993	248983
918	56047	248889
919	56116	248863
920	56177	248805
921	56230	248706
922	56287	248627
923	56343	248544
924	56406	248491
925	56461	248406
926	56520	248336
927	56583	248283
928	56640	248204
929	56696	248125
930	56756	248058
931	56820	248009
932	56886	247969
933	56945	247901
934	57009	247854
935	57068	247784
936	57124	247703
937	57188	247655
938	57241	247558
939	57297	247476
940	57351	247387
941	57406	247300
942	57462	247218
943	57522	247150
944	57570	247036
945	57631	246975
946	57693	246917
947	57750	246841
948	57825	246838
949	57876	246738
950	57941	246695
951	57993	246594
952	58052	246526
953	58119	246491
954	58180	246427
955	58235	246344
956	58293	246270
957	58352	246199
958	58413	246139
959	58470	246064
960	58530	245999
961	58591	245937
962	58655	245888
963	58714	245822
964	58765	245719
965	58829	245669
966	58881	245573
967	58937	245490
968	58986	245380
969	59046	245315
970	59096	245212
971	59148	245113
972	59202	245024
973	59267	244980
974	59329	244922
975	59378	244815
976	59452	244806
977	59519	244770
978	59594	244768
979	59660	244730
980	59739	244742
981	59796	244666
982	59859	244615
983	59923	244566
984	59992	244539
985	60053	244477
986	60123	244453
987	60187	244404
988	60262	244402
989	60334	244386
990	60438	244500
991	60535	244583
992	60629	244654
993	60701	244639
994	60767	244596
995	60831	244545
996	60882	244445
997	60953	244424
998	61004	244323
999	61060	244242
1000	61119	244173
1001	61172	244079
1002	61227	243996
1003	61283	243913
1004	61348	243868
1005	61404	243787
1006	61472	243755
1007	61574	243853
1008	61642	243820
1009	61701	243752
1010	61762	243689
1011	61821	243621
1012	61889	243587
1013	61945	243505
1014	61999	243417
1015	62055	243333
1016	62110	243251
1017	62168	243179
1018	62234	243136
1019	62288	243045
1020	62343	242963
1021	62410	242925
1022	62463	242830
1023	62527	242783
1024	62579	242686
1025	62641	242630
1026	62703	242572
1027	62765	242512
1028	62819	242426
1029	62877	242353
1030	62940	242299
1031	63004	242250
1032	63052	242140
1033	63118	242097
1034	63170	242001
1035	63233	241946
1036	63295	241889
1037	63346	241791
1038	63416	241763
1039	63478	241705
1040	63536	241633
1041	63600	241585
1042	63664	241534
1043	63730	241493
1044	63790	241425
1045	63853	241372
1046	63906	241282
1047	63965	241212
1048	64019	241127
1049	64070	241027
1050	64126	240946
1051	64187	240884
1052	64246	240818
1053	64298	240722
1054	64353	240640
1055	64411	240565
1056	64462	240468
1057	64520	240396
1058	64576	240316
1059	64633	240242
1060	64695	240185
1061	64754	240114
1062	64810	240035
1063	64864	239950
1064	64915	239851
1065	64972	239775
1066	65023	239678
1067	65073	239576
1068	65140	239537
1069	65205	239493
1070	65254	239387
1071	65311	239314
1072	65362	239214
1073	65415	239126
1074	65479	239077
1075	65541	239019
1076	65607	238977
1077	65674	238939
1078	65736	238880
1079	65788	238788
1080	65849	238727
1081	65902	238638
1082	65957	238556
1083	66014	238480
1084	66071	238404
1085	66130	238338
1086	66185	238257
1087	66248	238203
1088	66308	238138
1089	66388	238144
1090	66440	238051
1091	66511	238027
1092	66556	237909
1093	66621	237863
1094	66685	237814
1095	66748	237759
1096	66802	237676
1097	66874	237652
1098	66938	237602
1099	66990	237513
1100	67048	237439
1101	67106	237368
1102	67168	237311
1103	67229	237250
1104	67285	237173
1105	67344	237107
1106	67408	237056
1107	67464	236977
1108	67518	236892
1109	67569	236796
1110	67629	236733
1111	67707	236731
1112	67764	236657
1113	67820	236581
1114	67883	236527
1115	67939	236450
1116	67992	236362
1117	68045	236273
1118	68102	236198
1119	68156	236114
1120	68214	236042
1121	68268	235959
1122	68328	235893
1123	68378	235796
1124	68435	235722
1125	68493	235650
1126	68555	235595
1127	68622	235554
1128	68700	235554
1129	68761	235492
1130	68821	235427
1131	68883	235373
1132	68945	235316
1133	69020	235303
1134	69088	235265
1135	69156	235230
1136	69214	235157
1137	69282	235121
1138	69346	235072
1139	69407	235012
1140	69469	234952
1141	69532	234901
1142	69598	234857
1143	69688	234894
1144	69756	234858
1145	69822	234811
1146	69887	234766
1147	69954	234725
1148	70014	234659
1149	70078	234612
1150	70147	234577
1151	70213	234531
1152	70281	234495
1153	70343	234436
1154	70402	234371
1155	70463	234310
1156	70514	234214
1157	70568	234131
1158	70633	234082
1159	70696	234030
1160	70757	233967
1161	70809	233879
1162	70873	233827
1163	70929	233750
1164	70986	233676
1165	71046	233611
1166	71091	233498
1167	71144	233412
1168	71191	233307
1169	71255	233253
1170	71305	233157
1171	71357	233069
1172	71412	232989
1173	71472	232923
1174	71520	232820
1175	71572	232732
1176	71634	232676
1177	71698	232624
1178	71754	232549
1179	71810	232472
1180	71875	232425
1181	71931	232348
1182	71995	232296
1183	72045	232200
1184	72107	232144
1185	72164	232070
1186	72219	231991
1187	72273	231907
1188	72330	231834
1189	72383	231748
1190	72439	231674
1191	72496	231600
1192	72549	231515
1193	72615	231469
1194	72669	231385
1195	72725	231309
1196	72784	231243
1197	72842	231173
1198	72892	231080
1199	72956	231028
1200	73011	230951
1201	73064	230862
1202	73125	230803
1203	73181	230729
1204	73238	230656
1205	73291	230570
1206	73348	230497
1207	73402	230415
1208	73463	230356
1209	73527	230304
1210	73585	230234
1211	73644	230168
1212	73702	230101
1213	73765	230044
1214	73827	229990
1215	73884	229916
1216	73946	229860
1217	74005	229794
1218	74060	229713
1219	74110	229622
1220	74170	229559
1221	74234	229507
1222	74287	229422
1223	74339	229333
1224	74395	229259
1225	74459	229209
1226	74513	229127
1227	74571	229059
1228	74635	229006
1229	74699	228956
1230	74753	228875
1231	74808	228798
1232	74870	228739
1233	74933	228686
1234	74988	228609
1235	75048	228545
1236	75105	228472
1237	75166	228414
1238	75219	228330
1239	75283	228277
1240	75333	228186
1241	75389	228110
1242	75442	228028
1243	75508	227981
1244	75567	227915
1245	75634	227875
1246	75697	227819
1247	75755	227750
1248	75804	227656
1249	75856	227568
1250	75919	227514
1251	75981	227457
1252	76043	227400
1253	76095	227316
1254	76155	227252
1255	76213	227183
1256	76276	227129
1257	76330	227049
1258	76382	226964
1259	76444	226905
1260	76500	226833
1261	76563	226777
1262	76622	226712
1263	76680	226644
1264	76732	226557
1265	76785	226475
1266	76855	226440
1267	76916	226382
1268	76975	226316
1269	77033	226248
1270	77082	226152
1271	77138	226079
1272	77195	226008
1273	77246	225918
1274	77299	225835
1275	77357	225768
1276	77415	225699
1277	77470	225623
1278	77544	225599
1279	77600	225527
1280	77661	225466
1281	77715	225388
1282	77774	225320
1283	77833	225257
1284	77900	225213
1285	77956	225141
1286	78019	225087
1287	78075	225013
1288	78139	224963
1289	78199	224897
1290	78256	224828
1291	78314	224760
1292	78370	224687
1293	78436	224639
1294	78510	224620
1295	78584	224597
1296	78663	224588
1297	78735	224559
1298	78795	224496
1299	78852	224426
1300	78917	224377
1301	78988	224347
1302	79051	224293
1303	79108	224222
1304	79176	224180
1305	79242	224135
1306	79316	224112
1307	79378	224055
1308	79444	224011
1309	79516	223982
1310	79583	223937
1311	79664	223934
1312	79732	223893
1313	79796	223842
1314	79856	223779
1315	79916	223716
1316	80018	223771
1317	80077	223707
1318	80133	223631
1319	80187	223552
1320	80243	223479
1321	80302	223414
1322	80354	223328
1323	80409	223251
1324	80465	223178
1325	80530	223129
1326	80594	223077
1327	80653	223012
1328	80712	222946
1329	80766	222866
1330	80826	222804
1331	80887	222745
1332	80952	222694
1333	81007	222618
1334	81068	222558
1335	81124	222485
1336	81185	222424
1337	81252	222382
1338	81313	222322
1339	81375	222263
1340	81434	222199
1341	81495	222138
1342	81559	222086
1343	81618	222022
1344	81682	221969
1345	81738	221895
1346	81798	221832
1347	81849	221746
1348	81907	221679
1349	81973	221633
1350	82032	221567
1351	82090	221497
1352	82144	221419
1353	82203	221354
1354	82253	221265
1355	82313	221201
1356	82372	221136
1357	82423	221049
1358	82486	220994
1359	82550	220944
1360	82615	220894
1361	82672	220824
1362	82723	220736
1363	82781	220668
1364	82844	220616
1365	82897	220534
1366	82947	220444
1367	83007	220381
1368	83057	220294
1369	83117	220230
1370	83172	220154
1371	83222	220066
1372	83280	219999
1373	83335	219922
1374	83397	219867
1375	83459	219808
1376	83514	219732
1377	83574	219671
1378	83621	219574
1379	83678	219503
1380	83740	219447
1381	83798	219379
1382	83853	219303
1383	83914	219244
1384	83967	219163
1385	84024	219094
1386	84086	219036
1387	84144	218968
1388	84201	218898
1389	84260	218835
1390	84324	218782
1391	84384	218721
1392	84435	218633
1393	84493	218569
1394	84563	218531
1395	84620	218460
1396	84680	218398
1397	84732	218315
1398	84789	218247
1399	84855	218201
1400	84912	218129
1401	84962	218040
1402	85022	217979
1403	85075	217898
1404	85137	217841
1405	85216	217829
1406	85275	217763
1407	85329	217687
1408	85386	217617
1409	85445	217552
1410	85501	217480
1411	85569	217437
1412	85624	217364
1413	85675	217278
1414	85727	217197
1415	85785	217129
1416	85842	217059
1417	85895	216980
1418	85943	216888
1419	85995	216805
1420	86058	216750
1421	86110	216669
1422	86170	216607
1423	86221	216521
1424	86283	216465
1425	86340	216395
1426	86401	216336
1427	86463	216280
1428	86516	216200
1429	86586	216164
1430	86639	216084
1431	86692	216003
1432	86747	215930
1433	86815	215888
1434	86873	215822
1435	86933	215760
1436	86990	215690
1437	87055	215639
1438	87116	215582
1439	87170	215505
1440	87229	215441
1441	87296	215395
1442	87371	215371
1443	87432	215311
1444	87489	215242
1445	87547	215175
1446	87610	215119
1447	87663	215042
1448	87722	214977
1449	87779	214907
1450	87830	214824
1451	87888	214758
1452	87944	214687
1453	87998	214609
1454	88047	214521
1455	88107	214459
1456	88164	214391
1457	88221	214322
1458	88285	214268
1459	88352	214224
1460	88413	214164
1461	88467	214087
1462	88532	214040
1463	88594	213982
1464	88656	213925
1465	88723	213881
1466	88778	213807
1467	88832	213730
1468	88889	213662
1469	88952	213607
1470	89011	213541
1471	89065	213467
1472	89123	213399
1473	89180	213330
1474	89230	213244
1475	89291	213187
1476	89343	213104
1477	89401	213038
1478	89447	212944
1479	89514	212899
1480	89571	212831
1481	89627	212759
1482	89677	212674
1483	89727	212589
1484	89781	212512
1485	89830	212426
1486	89882	212345
1487	89933	212261
1488	89993	212200
1489	90051	212135
1490	90120	212095
1491	90184	212043
1492	90248	211990
1493	90323	211963
1494	90392	211922
1495	90456	211872
1496	90526	211832
1497	90592	211785
1498	90657	211735
1499	90718	211676
1500	90783	211626
1501	90846	211571
1502	90914	211528
1503	90984	211489
1504	91046	211434
1505	91117	211398
1506	91185	211354
1507	91246	211294
1508	91319	211263
1509	91386	211218
1510	91453	211171
1511	91521	211129
1512	91576	211055
1513	91626	210972
1514	91681	210898
1515	91736	210824
1516	91799	210768
1517	91862	210714
1518	91934	210681
1519	91989	210606
1520	92053	210553
1521	92137	210548
1522	92209	210513
1523	92280	210477
1524	92353	210445
1525	92406	210366
1526	92468	210309
1527	92526	210242
1528	92592	210196
1529	92644	210115
1530	92706	210058
1531	92760	209981
1532	92820	209919
1533	92880	209858
1534	92927	209768
1535	92981	209693
1536	93039	209625
1537	93095	209555
1538	93161	209506
1539	93217	209435
1540	93273	209366
1541	93327	209290
1542	93387	209229
1543	93455	209184
1544	93518	209130
1545	93575	209061
1546	93635	209001
1547	93691	208928
1548	93751	208867
1549	93806	208794
1550	93863	208727
1551	93917	208650
1552	93969	208572
1553	94029	208511
1554	94090	208450
1555	94149	208387
1556	94203	208313
1557	94265	208254
1558	94316	208174
1559	94373	208105
1560	94430	208038
1561	94496	207989
1562	94567	207951
1563	94624	207882
1564	94681	207815
1565	94740	207751
1566	94795	207680
1567	94846	207597
1568	94902	207528
1569	94954	207449
1570	95017	207393
1571	95067	207309
1572	95124	207242
1573	95184	207180
1574	95237	207103
1575	95303	207054
1576	95363	206993
1577	95418	206920
1578	95469	206840
1579	95525	206769
1580	95584	206706
1581	95628	206611
1582	95692	206558
1583	95741	206472
1584	95794	206395
1585	95844	206314
1586	95898	206238
1587	95953	206167
1588	96009	206097
1589	96060	206016
1590	96117	205949
1591	96176	205885
1592	96233	205818
1593	96295	205761
1594	96350	205689
1595	96409	205624
1596	96464	205554
1597	96531	205506
1598	96587	205437
1599	96646	205373
1600	96707	205315
1601	96764	205247
1602	96820	205177
1603	96874	205102
1604	96927	205027
1605	96988	204968
1606	97043	204897
1607	97102	204832
1608	97153	204753
1609	97223	204712
1610	97278	204640
1611	97336	204574
1612	97390	204501
1613	97449	204439
1614	97512	204383
1615	97560	204298
1616	97614	204224
1617	97679	204173
1618	97728	204088
1619	97819	204092
1620	97908	204091
1621	97961	204016
1622	98018	203948
1623	98076	203883
1624	98136	203820
1625	98193	203755
1626	98252	203690
1627	98315	203636
1628	98375	203574
1629	98439	203521
1630	98510	203483
1631	98569	203419
1632	98624	203349
1633	98682	203283
1634	98745	203229
1635	98802	203160
1636	98853	203082
1637	98915	203025
1638	98983	202979
1639	99037	202905
1640	99104	202858
1641	99176	202823
1642	99241	202770
1643	99304	202716
1644	99369	202665
1645	99437	202619
1646	99538	202642
1647	99645	202677
1648	99720	202647
1649	99792	202609
1650	99869	202581
1651	99924	202509
1652	99992	202465
1653	100057	202413
1654	100124	202366
1655	100192	202321
1656	100257	202269
1657	100321	202216
1658	100391	202174
1659	100459	202129
1660	100525	202079
1661	100588	202024
1662	100654	201975
1663	100721	201927
1664	100793	201889
